CustomerID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,RFM_Total,RFM_Segment
C001808,105,10,11012.44,2,4,2,242,8,Potential Loyalists
C001809,10,9,12554.039999999999,5,3,2,532,10,Loyal Customers
C001810,118,12,35963.020000000004,2,5,5,255,12,Loyal Customers
C001811,41,9,23217.989999999998,4,3,4,434,11,Loyal Customers
C001812,206,4,2846.31,1,1,1,111,3,Lost Customers
C001813,13,5,6007.75,5,1,1,511,7,Potential Loyalists
C001814,139,9,40322.23,2,3,5,235,10,Loyal Customers
C001815,115,6,18224.02,2,1,4,214,7,Potential Loyalists
C001816,202,6,6311.95,1,1,1,111,3,Lost Customers
C001817,51,11,19639.71,3,4,4,344,11,Loyal Customers
C001818,43,8,16435.47,4,3,3,433,10,Loyal Customers
C001819,155,7,10016.99,1,2,2,122,5,At Risk
C001820,37,9,30033.55,4,3,5,435,12,Loyal Customers
C001821,46,14,13449.71,3,5,3,353,11,Loyal Customers
C001822,4,4,11089.61,5,1,2,512,8,Potential Loyalists
C001823,312,7,12895.01,1,2,3,123,6,At Risk
C001824,306,2,2320.6400000000003,1,1,1,111,3,Lost Customers
C001825,19,8,7835.0599999999995,5,3,1,531,9,Potential Loyalists
C001826,58,18,30902.85,3,5,5,355,13,Champions
C001827,12,10,21628.84,5,4,4,544,13,Champions
C001828,76,7,15947.470000000001,3,2,3,323,8,Potential Loyalists
C001829,28,10,37992.79,4,4,5,445,13,Champions
C001830,60,9,19908.42,3,3,4,334,10,Loyal Customers
C001831,176,12,23993.8,1,5,4,154,10,Loyal Customers
C001832,105,10,22849.96,2,4,4,244,10,Loyal Customers
C001833,16,12,19382.85,5,5,4,554,14,Champions
C001834,14,16,68420.31,5,5,5,555,15,Champions
C001835,39,11,24986.09,4,4,5,445,13,Champions
C001836,14,8,37524.08,5,3,5,535,13,Champions
C001837,86,9,18225.68,2,3,4,234,9,Potential Loyalists
C001838,58,9,32934.21,3,3,5,335,11,Loyal Customers
C001839,101,7,14647.51,2,2,3,223,7,Potential Loyalists
C001840,26,10,20299.19,4,4,4,444,12,Loyal Customers
C001841,171,7,15424.63,1,2,3,123,6,At Risk
C001842,32,12,41832.57,4,5,5,455,14,Champions
C001843,40,9,9405.83,4,3,2,432,9,Potential Loyalists
C001844,14,5,6192.8,5,1,1,511,7,Potential Loyalists
C001845,6,6,6630.46,5,1,1,511,7,Potential Loyalists
C001846,25,7,5667.78,4,2,1,421,7,Potential Loyalists
C001847,92,7,11149.310000000001,2,2,2,222,6,At Risk
C001848,1,14,29122.72,5,5,5,555,15,Champions
C001849,34,4,13640.07,4,1,3,413,8,Potential Loyalists
C001850,8,8,23153.81,5,3,4,534,12,Loyal Customers
C001851,40,9,14694.35,4,3,3,433,10,Loyal Customers
C001852,28,7,25361.28,4,2,5,425,11,Loyal Customers
C001853,87,8,14515.24,2,3,3,233,8,Potential Loyalists
C001854,7,9,32836.47,5,3,5,535,13,Champions
C001855,99,7,9389.52,2,2,2,222,6,At Risk
C001856,160,7,6993.92,1,2,1,121,4,Lost Customers
C001857,79,5,12213.17,3,1,2,312,6,Recent Customers
C001858,86,6,6672.18,2,1,1,211,4,Lost Customers
C001859,207,5,7058.1900000000005,1,1,1,111,3,Lost Customers
C001860,200,9,22063.440000000002,1,3,4,134,8,Potential Loyalists
C001861,20,7,10483.32,5,2,2,522,9,Potential Loyalists
C001862,105,9,22576.33,2,3,4,234,9,Potential Loyalists
C001863,96,10,9479.94,2,4,2,242,8,Potential Loyalists
C001864,31,4,6970.25,4,1,1,411,6,Recent Customers
C001865,85,7,7919.719999999999,2,2,1,221,5,At Risk
C001866,43,11,20440.18,4,4,4,444,12,Loyal Customers
C001867,28,13,30690.94,4,5,5,455,14,Champions
C001868,33,12,37293.38,4,5,5,455,14,Champions
C001869,127,10,10307.33,2,4,2,242,8,Potential Loyalists
C001870,4,11,27785.88,5,4,5,545,14,Champions
C001871,168,7,6451.28,1,2,1,121,4,Lost Customers
C001872,22,10,14804.3,4,4,3,443,11,Loyal Customers
C001873,3,9,8338.83,5,3,1,531,9,Potential Loyalists
C001874,18,13,49423.759999999995,5,5,5,555,15,Champions
C001875,52,15,32149.66,3,5,5,355,13,Champions
C001876,10,9,16479.65,5,3,3,533,11,Loyal Customers
C001877,109,8,28266.58,2,3,5,235,10,Loyal Customers
C001878,13,14,66988.04000000001,5,5,5,555,15,Champions
C001879,57,8,21759.420000000002,3,3,4,334,10,Loyal Customers
C001880,17,10,13695.03,5,4,3,543,12,Loyal Customers
C001881,2,8,11707.36,5,3,2,532,10,Loyal Customers
C001882,38,14,21855.04,4,5,4,454,13,Champions
C001883,46,12,26281.93,3,5,5,355,13,Champions
C001884,73,3,6778.28,3,1,1,311,5,Recent Customers
C001885,147,8,9541.73,1,3,2,132,6,At Risk
C001886,103,14,40391.86,2,5,5,255,12,Loyal Customers
C001887,142,9,17849.08,1,3,4,134,8,Potential Loyalists
C001888,3,9,18281.35,5,3,4,534,12,Loyal Customers
C001889,92,7,12135.85,2,2,2,222,6,At Risk
C001890,98,9,25515.14,2,3,5,235,10,Loyal Customers
C001891,75,5,10799.2,3,1,2,312,6,Recent Customers
C001892,80,11,20986.46,3,4,4,344,11,Loyal Customers
C001893,16,8,18379.49,5,3,4,534,12,Loyal Customers
C001894,96,5,17680.94,2,1,4,214,7,Potential Loyalists
C001895,117,10,10443.89,2,4,2,242,8,Potential Loyalists
C001896,14,10,15259.14,5,4,3,543,12,Loyal Customers
C001897,46,7,6209.08,3,2,1,321,6,Recent Customers
C001898,42,10,8318.64,4,4,1,441,9,Potential Loyalists
C001899,70,7,21125.08,3,2,4,324,9,Potential Loyalists
C001900,8,8,20662.4,5,3,4,534,12,Loyal Customers
C001901,128,9,16357.49,2,3,3,233,8,Potential Loyalists
C001902,64,6,5963.16,3,1,1,311,5,Recent Customers
C001903,16,15,56957.25,5,5,5,555,15,Champions
C001904,72,7,16028.029999999999,3,2,3,323,8,Potential Loyalists
C001905,90,9,12059.77,2,3,2,232,7,Potential Loyalists
C001906,390,5,8388.51,1,1,1,111,3,Lost Customers
C001907,167,5,8122.59,1,1,1,111,3,Lost Customers
C001908,123,7,17393.56,2,2,3,223,7,Potential Loyalists
C001909,142,11,12983.94,1,4,3,143,8,Potential Loyalists
C001910,25,19,45252.71,4,5,5,455,14,Champions
C001911,24,8,15776.509999999998,4,3,3,433,10,Loyal Customers
C001912,247,2,3197.88,1,1,1,111,3,Lost Customers
C001913,85,9,32273.17,2,3,5,235,10,Loyal Customers
C001914,27,14,16273.85,4,5,3,453,12,Loyal Customers
C001915,9,14,17186.04,5,5,3,553,13,Champions
C001916,115,6,3889.61,2,1,1,211,4,Lost Customers
C001917,114,6,8745.7,2,1,1,211,4,Lost Customers
C001918,89,8,8284.25,2,3,1,231,6,At Risk
C001919,153,12,49231.29,1,5,5,155,11,Loyal Customers
C001920,64,3,7555.21,3,1,1,311,5,Recent Customers
C001921,111,9,19675.8,2,3,4,234,9,Potential Loyalists
C001922,49,10,8885.17,3,4,2,342,9,Potential Loyalists
C001923,112,8,19564.42,2,3,4,234,9,Potential Loyalists
C001924,41,4,12668.279999999999,4,1,2,412,7,Potential Loyalists
C001925,14,16,17008.02,5,5,3,553,13,Champions
C001926,29,11,26152.03,4,4,5,445,13,Champions
C001927,18,12,11780.52,5,5,2,552,12,Loyal Customers
C001928,56,4,5885.73,3,1,1,311,5,Recent Customers
C001929,81,9,13847.74,2,3,3,233,8,Potential Loyalists
C001930,45,13,23776.38,4,5,4,454,13,Champions
C001931,27,7,22651.0,4,2,4,424,10,Loyal Customers
C001932,10,10,9227.24,5,4,2,542,11,Loyal Customers
C001933,68,10,10677.01,3,4,2,342,9,Potential Loyalists
C001934,116,11,20749.47,2,4,4,244,10,Loyal Customers
C001935,73,8,24066.04,3,3,4,334,10,Loyal Customers
C001936,8,19,16557.23,5,5,3,553,13,Champions
C001937,94,7,12416.14,2,2,2,222,6,At Risk
C001938,88,9,12928.16,2,3,3,233,8,Potential Loyalists
C001939,116,9,9691.9,2,3,2,232,7,Potential Loyalists
C001940,41,5,7339.17,4,1,1,411,6,Recent Customers
C001941,35,6,10841.970000000001,4,1,2,412,7,Potential Loyalists
C001942,8,6,8939.31,5,1,2,512,8,Potential Loyalists
C001943,117,11,15473.39,2,4,3,243,9,Potential Loyalists
C001944,80,14,26982.41,3,5,5,355,13,Champions
C001945,205,6,5924.32,1,1,1,111,3,Lost Customers
C001946,43,9,20962.33,4,3,4,434,11,Loyal Customers
C001947,45,8,22975.39,4,3,4,434,11,Loyal Customers
C001948,233,5,10899.99,1,1,2,112,4,Lost Customers
C001949,80,7,14121.98,3,2,3,323,8,Potential Loyalists
C001950,22,8,12785.62,4,3,3,433,10,Loyal Customers
C001951,75,5,13863.18,3,1,3,313,7,Potential Loyalists
C001952,25,9,25687.58,4,3,5,435,12,Loyal Customers
C001953,45,6,19550.72,4,1,4,414,9,Potential Loyalists
C001954,106,11,10065.34,2,4,2,242,8,Potential Loyalists
C001955,37,4,6769.28,4,1,1,411,6,Recent Customers
C001956,145,9,8316.21,1,3,1,131,5,At Risk
C001957,207,13,31686.36,1,5,5,155,11,Loyal Customers
C001958,73,9,15151.86,3,3,3,333,9,Potential Loyalists
C001959,28,8,13829.09,4,3,3,433,10,Loyal Customers
C001960,174,6,8491.37,1,1,1,111,3,Lost Customers
C001961,187,5,8357.52,1,1,1,111,3,Lost Customers
C001962,183,12,32456.14,1,5,5,155,11,Loyal Customers
C001963,151,6,10320.3,1,1,2,112,4,Lost Customers
C001964,69,8,15269.79,3,3,3,333,9,Potential Loyalists
C001965,218,8,32641.309999999998,1,3,5,135,9,Potential Loyalists
C001966,68,11,16564.73,3,4,3,343,10,Loyal Customers
C001967,260,5,9414.81,1,1,2,112,4,Lost Customers
C001968,284,4,9001.15,1,1,2,112,4,Lost Customers
C001969,13,6,9686.89,5,1,2,512,8,Potential Loyalists
C001970,60,6,7438.75,3,1,1,311,5,Recent Customers
C001971,114,6,5772.389999999999,2,1,1,211,4,Lost Customers
C001972,47,14,14468.18,3,5,3,353,11,Loyal Customers
C001973,52,6,5926.95,3,1,1,311,5,Recent Customers
C001974,93,7,10947.779999999999,2,2,2,222,6,At Risk
C001975,22,9,13404.93,4,3,3,433,10,Loyal Customers
C001976,131,5,6759.049999999999,2,1,1,211,4,Lost Customers
C001977,22,8,10938.58,4,3,2,432,9,Potential Loyalists
C001978,99,7,7051.86,2,2,1,221,5,At Risk
C001979,7,7,12462.51,5,2,2,522,9,Potential Loyalists
C001980,72,11,18631.46,3,4,4,344,11,Loyal Customers
C001981,13,9,30154.86,5,3,5,535,13,Champions
C001982,112,8,15317.51,2,3,3,233,8,Potential Loyalists
C001983,115,13,38965.27,2,5,5,255,12,Loyal Customers
C001984,48,9,10413.699999999999,3,3,2,332,8,Potential Loyalists
C001985,65,13,20877.95,3,5,4,354,12,Loyal Customers
C001986,12,9,13279.26,5,3,3,533,11,Loyal Customers
C001987,265,9,11023.53,1,3,2,132,6,At Risk
C001988,40,9,12850.91,4,3,3,433,10,Loyal Customers
C001989,233,5,6148.7300000000005,1,1,1,111,3,Lost Customers
C001990,74,10,10740.32,3,4,2,342,9,Potential Loyalists
C001991,39,7,15610.42,4,2,3,423,9,Potential Loyalists
C001992,43,9,15265.2,4,3,3,433,10,Loyal Customers
C001993,143,5,7919.2300000000005,1,1,1,111,3,Lost Customers
C001994,61,3,6359.9400000000005,3,1,1,311,5,Recent Customers
C001995,92,7,7840.389999999999,2,2,1,221,5,At Risk
C001996,42,11,13433.19,4,4,3,443,11,Loyal Customers
C001997,111,7,18471.99,2,2,4,224,8,Potential Loyalists
C001998,50,9,14777.2,3,3,3,333,9,Potential Loyalists
C001999,2,12,32123.920000000002,5,5,5,555,15,Champions
C002000,134,8,11919.05,2,3,2,232,7,Potential Loyalists
C002001,137,4,10782.68,2,1,2,212,5,At Risk
C002002,102,12,30251.33,2,5,5,255,12,Loyal Customers
C002003,18,9,29746.68,5,3,5,535,13,Champions
C002004,27,11,26582.57,4,4,5,445,13,Champions
C002005,47,3,9030.52,3,1,2,312,6,Recent Customers
C002006,67,10,46496.02,3,4,5,345,12,Loyal Customers
C002007,30,14,27568.72,4,5,5,455,14,Champions
C002008,78,8,30259.27,3,3,5,335,11,Loyal Customers
C002009,63,7,10896.720000000001,3,2,2,322,7,Potential Loyalists
C002010,13,6,20735.260000000002,5,1,4,514,10,Loyal Customers
C002011,56,7,17398.68,3,2,3,323,8,Potential Loyalists
C002012,24,10,13232.26,4,4,3,443,11,Loyal Customers
C002013,87,7,24004.510000000002,2,2,4,224,8,Potential Loyalists
C002014,53,14,42879.42,3,5,5,355,13,Champions
C002015,175,6,14531.6,1,1,3,113,5,At Risk
C002016,121,9,8682.67,2,3,1,231,6,At Risk
C002017,196,7,12635.09,1,2,2,122,5,At Risk
C002018,138,7,10977.800000000001,2,2,2,222,6,At Risk
C002019,28,5,14184.17,4,1,3,413,8,Potential Loyalists
C002020,35,6,13211.24,4,1,3,413,8,Potential Loyalists
C002021,121,6,5812.02,2,1,1,211,4,Lost Customers
C002022,18,12,40553.76,5,5,5,555,15,Champions
C002023,29,9,21217.260000000002,4,3,4,434,11,Loyal Customers
C002024,37,9,18516.9,4,3,4,434,11,Loyal Customers
C002025,109,5,10094.210000000001,2,1,2,212,5,At Risk
C002026,20,6,18797.53,5,1,4,514,10,Loyal Customers
C002027,4,10,24926.440000000002,5,4,5,545,14,Champions
C002028,34,10,11192.78,4,4,2,442,10,Loyal Customers
C002029,160,8,16468.77,1,3,3,133,7,Potential Loyalists
C002030,8,13,38488.94,5,5,5,555,15,Champions
C002031,133,7,9501.29,2,2,2,222,6,At Risk
C002032,106,11,22543.4,2,4,4,244,10,Loyal Customers
C002033,185,10,10837.31,1,4,2,142,7,Potential Loyalists
C002034,143,6,16105.52,1,1,3,113,5,At Risk
C002035,16,9,7343.18,5,3,1,531,9,Potential Loyalists
C002036,170,5,16429.02,1,1,3,113,5,At Risk
C002037,81,4,3927.88,2,1,1,211,4,Lost Customers
C002038,38,9,5671.8,4,3,1,431,8,Potential Loyalists
C002039,58,10,29758.5,3,4,5,345,12,Loyal Customers
C002040,42,4,3115.43,4,1,1,411,6,Recent Customers
C002041,9,6,9364.76,5,1,2,512,8,Potential Loyalists
C002042,82,8,9300.02,2,3,2,232,7,Potential Loyalists
C002043,87,12,30523.48,2,5,5,255,12,Loyal Customers
C002044,185,7,6179.639999999999,1,2,1,121,4,Lost Customers
C002045,32,9,14020.22,4,3,3,433,10,Loyal Customers
C002046,17,11,10216.61,5,4,2,542,11,Loyal Customers
C002047,15,6,19276.78,5,1,4,514,10,Loyal Customers
C002048,6,5,5537.41,5,1,1,511,7,Potential Loyalists
C002049,1,10,16790.8,5,4,3,543,12,Loyal Customers
C002050,149,5,9951.88,1,1,2,112,4,Lost Customers
C002051,3,8,11008.18,5,3,2,532,10,Loyal Customers
C002052,8,7,21201.07,5,2,4,524,11,Loyal Customers
C002053,38,4,7892.16,4,1,1,411,6,Recent Customers
C002054,91,5,7730.8,2,1,1,211,4,Lost Customers
C002055,145,11,13634.48,1,4,3,143,8,Potential Loyalists
C002056,90,11,12225.16,2,4,2,242,8,Potential Loyalists
C002057,30,12,56334.91,4,5,5,455,14,Champions
C002058,18,8,11136.89,5,3,2,532,10,Loyal Customers
C002059,62,4,5703.66,3,1,1,311,5,Recent Customers
C002060,34,9,12569.32,4,3,2,432,9,Potential Loyalists
C002061,195,11,37825.84,1,4,5,145,10,Loyal Customers
C002062,205,7,20677.86,1,2,4,124,7,Potential Loyalists
C002063,13,11,32405.9,5,4,5,545,14,Champions
C002064,4,14,46721.520000000004,5,5,5,555,15,Champions
C002065,22,11,24066.13,4,4,4,444,12,Loyal Customers
C002066,113,7,11962.55,2,2,2,222,6,At Risk
C002067,55,10,14697.66,3,4,3,343,10,Loyal Customers
C002068,21,7,8498.08,5,2,1,521,8,Potential Loyalists
C002069,89,8,15445.81,2,3,3,233,8,Potential Loyalists
C002070,96,11,29587.92,2,4,5,245,11,Loyal Customers
C002071,37,6,13383.91,4,1,3,413,8,Potential Loyalists
C002072,44,8,6719.91,4,3,1,431,8,Potential Loyalists
C002073,60,11,12035.3,3,4,2,342,9,Potential Loyalists
C002074,48,6,6457.6900000000005,3,1,1,311,5,Recent Customers
C002075,54,9,34829.43,3,3,5,335,11,Loyal Customers
C002076,99,5,6400.509999999999,2,1,1,211,4,Lost Customers
C002077,7,11,41958.229999999996,5,4,5,545,14,Champions
C002078,16,5,5447.84,5,1,1,511,7,Potential Loyalists
C002079,11,8,13618.279999999999,5,3,3,533,11,Loyal Customers
C002080,21,8,8072.67,5,3,1,531,9,Potential Loyalists
C002081,10,17,33239.61,5,5,5,555,15,Champions
C002082,281,5,8001.3,1,1,1,111,3,Lost Customers
C002083,366,7,7480.01,1,2,1,121,4,Lost Customers
C002084,356,5,6196.7,1,1,1,111,3,Lost Customers
C002085,158,10,23654.76,1,4,4,144,9,Potential Loyalists
C002086,1,11,31169.57,5,4,5,545,14,Champions
C002087,77,10,16862.5,3,4,3,343,10,Loyal Customers
C002088,97,4,19504.55,2,1,4,214,7,Potential Loyalists
C002089,20,14,26534.48,5,5,5,555,15,Champions
C002090,97,10,12065.359999999999,2,4,2,242,8,Potential Loyalists
C002091,118,7,25502.199999999997,2,2,5,225,9,Potential Loyalists
C002092,178,10,38170.75,1,4,5,145,10,Loyal Customers
C002093,1,11,38726.18,5,4,5,545,14,Champions
C002094,43,9,25924.08,4,3,5,435,12,Loyal Customers
C002095,36,12,9827.92,4,5,2,452,11,Loyal Customers
C002096,45,11,20072.84,4,4,4,444,12,Loyal Customers
C002097,20,12,21244.19,5,5,4,554,14,Champions
C002098,9,9,12315.73,5,3,2,532,10,Loyal Customers
C002099,247,7,18947.76,1,2,4,124,7,Potential Loyalists
C002100,79,9,16900.84,3,3,3,333,9,Potential Loyalists
C002101,194,8,21207.82,1,3,4,134,8,Potential Loyalists
C002102,59,11,20945.33,3,4,4,344,11,Loyal Customers
C002103,96,8,15540.74,2,3,3,233,8,Potential Loyalists
C002104,240,3,7389.74,1,1,1,111,3,Lost Customers
C002105,87,4,18086.67,2,1,4,214,7,Potential Loyalists
C002106,111,11,11394.86,2,4,2,242,8,Potential Loyalists
C002107,32,10,18425.7,4,4,4,444,12,Loyal Customers
C002108,176,7,6212.56,1,2,1,121,4,Lost Customers
C002109,81,8,11050.36,2,3,2,232,7,Potential Loyalists
C002110,58,12,24188.61,3,5,4,354,12,Loyal Customers
C002111,5,10,9939.66,5,4,2,542,11,Loyal Customers
C002112,113,6,11982.27,2,1,2,212,5,At Risk
C002113,109,7,23749.53,2,2,4,224,8,Potential Loyalists
C002114,276,7,9933.18,1,2,2,122,5,At Risk
C002115,49,9,34106.96,3,3,5,335,11,Loyal Customers
C002116,45,5,18884.19,4,1,4,414,9,Potential Loyalists
C002117,40,14,32569.06,4,5,5,455,14,Champions
C002118,125,12,25407.83,2,5,5,255,12,Loyal Customers
C002119,30,11,19455.26,4,4,4,444,12,Loyal Customers
C002120,12,9,16605.03,5,3,3,533,11,Loyal Customers
C002121,61,10,15811.52,3,4,3,343,10,Loyal Customers
C002122,268,5,8463.03,1,1,1,111,3,Lost Customers
C002123,153,6,11129.99,1,1,2,112,4,Lost Customers
C002124,108,10,25078.489999999998,2,4,5,245,11,Loyal Customers
C002125,10,10,30848.17,5,4,5,545,14,Champions
C002126,94,7,18302.89,2,2,4,224,8,Potential Loyalists
C002127,141,9,10418.11,1,3,2,132,6,At Risk
C002128,70,10,37847.91,3,4,5,345,12,Loyal Customers
C002129,61,12,10337.91,3,5,2,352,10,Loyal Customers
C002130,70,8,11878.8,3,3,2,332,8,Potential Loyalists
C002131,124,9,7336.34,2,3,1,231,6,At Risk
C002132,102,10,45774.78,2,4,5,245,11,Loyal Customers
C002133,470,5,34634.12,1,1,5,115,7,Potential Loyalists
C002134,2,6,15646.880000000001,5,1,3,513,9,Potential Loyalists
C002135,2,7,15545.41,5,2,3,523,10,Loyal Customers
C002136,123,4,10929.42,2,1,2,212,5,At Risk
C002137,111,11,9622.43,2,4,2,242,8,Potential Loyalists
C002138,30,9,31698.559999999998,4,3,5,435,12,Loyal Customers
C002139,22,14,11853.56,4,5,2,452,11,Loyal Customers
C002140,91,11,16620.34,2,4,3,243,9,Potential Loyalists
C002141,80,5,11267.91,3,1,2,312,6,Recent Customers
C002142,47,5,10327.35,3,1,2,312,6,Recent Customers
C002143,27,5,9687.369999999999,4,1,2,412,7,Potential Loyalists
C002144,131,9,18328.99,2,3,4,234,9,Potential Loyalists
C002145,110,9,13281.869999999999,2,3,3,233,8,Potential Loyalists
C002146,91,9,20456.33,2,3,4,234,9,Potential Loyalists
C002147,97,5,4480.89,2,1,1,211,4,Lost Customers
C002148,18,9,17686.35,5,3,4,534,12,Loyal Customers
C002149,88,10,18405.09,2,4,4,244,10,Loyal Customers
C002150,80,7,17143.86,3,2,3,323,8,Potential Loyalists
C002151,68,12,37855.18,3,5,5,355,13,Champions
C002152,24,7,16406.6,4,2,3,423,9,Potential Loyalists
C002153,51,5,20526.420000000002,3,1,4,314,8,Potential Loyalists
C002154,20,12,23882.74,5,5,4,554,14,Champions
C002155,35,12,29329.92,4,5,5,455,14,Champions
C002156,284,7,15489.060000000001,1,2,3,123,6,At Risk
C002157,42,10,10011.58,4,4,2,442,10,Loyal Customers
C002158,103,8,9996.23,2,3,2,232,7,Potential Loyalists
C002159,13,11,16597.829999999998,5,4,3,543,12,Loyal Customers
C002160,71,11,19893.29,3,4,4,344,11,Loyal Customers
C002161,95,8,17833.9,2,3,4,234,9,Potential Loyalists
C002162,108,8,18995.32,2,3,4,234,9,Potential Loyalists
C002163,46,9,6558.07,3,3,1,331,7,Potential Loyalists
C002164,21,11,19193.65,5,4,4,544,13,Champions
C002165,97,5,5295.93,2,1,1,211,4,Lost Customers
C002166,17,9,16966.11,5,3,3,533,11,Loyal Customers
C002167,167,5,3334.16,1,1,1,111,3,Lost Customers
C002168,153,6,3768.82,1,1,1,111,3,Lost Customers
C002169,23,9,24870.879999999997,4,3,5,435,12,Loyal Customers
C002170,248,10,23529.84,1,4,4,144,9,Potential Loyalists
C002171,29,8,15846.68,4,3,3,433,10,Loyal Customers
C002172,83,11,14558.1,2,4,3,243,9,Potential Loyalists
C002173,45,9,33285.76,4,3,5,435,12,Loyal Customers
C002174,5,7,17259.940000000002,5,2,3,523,10,Loyal Customers
C002175,31,11,10978.93,4,4,2,442,10,Loyal Customers
C002176,21,9,19683.61,5,3,4,534,12,Loyal Customers
C002177,91,8,17785.52,2,3,4,234,9,Potential Loyalists
C002178,50,5,15739.900000000001,3,1,3,313,7,Potential Loyalists
C002179,162,4,11466.41,1,1,2,112,4,Lost Customers
C002180,64,12,20415.47,3,5,4,354,12,Loyal Customers
C002181,107,6,22886.67,2,1,4,214,7,Potential Loyalists
C002182,30,9,22339.940000000002,4,3,4,434,11,Loyal Customers
C002183,224,5,12486.75,1,1,2,112,4,Lost Customers
C002184,57,8,10465.0,3,3,2,332,8,Potential Loyalists
C002185,62,5,16504.84,3,1,3,313,7,Potential Loyalists
C002186,43,11,21478.77,4,4,4,444,12,Loyal Customers
C002187,14,9,8999.72,5,3,2,532,10,Loyal Customers
C002188,46,7,6544.78,3,2,1,321,6,Recent Customers
C002189,4,9,8390.630000000001,5,3,1,531,9,Potential Loyalists
C002190,31,7,8368.27,4,2,1,421,7,Potential Loyalists
C002191,1,12,32800.1,5,5,5,555,15,Champions
C002192,74,6,29249.629999999997,3,1,5,315,9,Potential Loyalists
C002193,75,6,18670.83,3,1,4,314,8,Potential Loyalists
C002194,97,8,9577.17,2,3,2,232,7,Potential Loyalists
C002195,390,4,11939.970000000001,1,1,2,112,4,Lost Customers
C002196,42,7,17418.83,4,2,4,424,10,Loyal Customers
C002197,119,15,11501.2,2,5,2,252,9,Potential Loyalists
C002198,21,5,11028.24,5,1,2,512,8,Potential Loyalists
C002199,160,5,6783.3099999999995,1,1,1,111,3,Lost Customers
C002200,15,6,25717.7,5,1,5,515,11,Loyal Customers
C002201,257,4,6888.59,1,1,1,111,3,Lost Customers
C002202,40,11,9764.89,4,4,2,442,10,Loyal Customers
C002203,223,8,14709.28,1,3,3,133,7,Potential Loyalists
C002204,127,10,21293.36,2,4,4,244,10,Loyal Customers
C002205,38,6,15908.57,4,1,3,413,8,Potential Loyalists
C002206,5,10,19516.31,5,4,4,544,13,Champions
C002207,66,9,19237.78,3,3,4,334,10,Loyal Customers
C002208,362,7,10949.33,1,2,2,122,5,At Risk
C002209,62,12,25507.09,3,5,5,355,13,Champions
C002210,148,6,10001.220000000001,1,1,2,112,4,Lost Customers
C002211,19,9,29187.760000000002,5,3,5,535,13,Champions
C002212,114,7,12423.74,2,2,2,222,6,At Risk
C002213,54,9,14516.51,3,3,3,333,9,Potential Loyalists
C002214,276,7,6426.129999999999,1,2,1,121,4,Lost Customers
C002215,11,5,12856.34,5,1,3,513,9,Potential Loyalists
C002216,139,8,20404.239999999998,2,3,4,234,9,Potential Loyalists
C002217,109,11,19337.46,2,4,4,244,10,Loyal Customers
C002218,181,9,7069.83,1,3,1,131,5,At Risk
C002219,84,9,16722.31,2,3,3,233,8,Potential Loyalists
C002220,12,6,11160.11,5,1,2,512,8,Potential Loyalists
C002221,37,8,32135.98,4,3,5,435,12,Loyal Customers
C002222,63,13,41349.75,3,5,5,355,13,Champions
C002223,164,7,16072.72,1,2,3,123,6,At Risk
C002224,120,7,25992.19,2,2,5,225,9,Potential Loyalists
C002225,17,11,32070.82,5,4,5,545,14,Champions
